code,countries,category,name,centroid,activationTime,lastUpdate,drmPhase,closed,n_aois,n_products,search_snippet,past_items_search_text
EMSN220,[{'short_name': 'Croatia'}],"{'slug': 'fire', 'name': 'Wildfire'}",Wildfire Risk Assessment and Response Planning for the Croatian Islands in the Split-Dalmatia and Dubrovnik-Neretva Regions,POINT (16.88458 43.07202),2025-04-15T00:00:00,2025-06-06T13:20:25.065496,preparedness,True,1,7,"The Republic of Croatia, as part of the Mediterranean region, experiences a high risk of forest fires, particularly in coastal areas and islands. These fires pose a significant threat to human life, infrastructure, and the environment, often resulting in high direct and indirect damage and placin...",
EMSR799,[{'short_name': 'Bolivia'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Bolivia,POINT (-66.677651 -18.331144),2025-04-11T11:17:00,2025-05-07T08:38:49.699151,response,True,4,8,"On the 04 April 2025 at 00:00, heavy rains were reported to have affected Bolivia, primarily affecting the departments of La Paz, Beni and Oruro, causing flooding. The event caused significant damage. Copernicus EMS Rapid Mapping provided initial rough estimation, flood  extent and damage assessm...",
EMSR798,[{'short_name': 'Myanmar/Burma'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquakes in Myanmar,POINT (95.919388 21.608315),2025-03-28T09:42:00,2025-05-23T07:54:30.957441,response,True,57,93,"On the 28 March 2025 at 06.20 UTC ,  a strong earthquake of 7.7 M at a depth of 10 km occurred on in Sagaing Region, central Myanmar. The epicentre was located about 16 km north-north-west of Sagaing city, and 19 km north-west of Mandalay city. An aftershock of 6.4 M at a depth of 18 km occurred...",
EMSR797,[{'short_name': 'Bosnia and Herzegovina'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in northern Bosnia-Herzegovina,POINT (17.590969 44.62482),2025-03-27T14:57:00,2025-04-03T07:52:50.073100,response,True,3,6,"On 27 March 2025 at 15:00, a flood was forecast to hit areas in Northern Bosnia-Herzegovina. The event was expected to peak in the following days. Copernicus EMS Rapid Mapping was requested to provide an initial rough estimation and flood extent emergency mapping.",
EMSR796,[{'short_name': 'Ecuador'}],"{'slug': 'flood', 'name': 'Flood'}",Flood In Ecuador,POINT (-79.572528 -0.365379),2025-03-18T16:28:00,2025-05-06T11:09:49.180129,response,True,7,17,"On the 26 February 2025 at 16 :00 UTC, heavy rainfall affected western and coastal Ecuador causing floods and triggering landslides. The event is on-going, causing significant damage. Copernicus EMS Rapid Mapping is requested to provide damage assesment emergency mapping.",
EMSR795,[{'short_name': 'Italy'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Italy,POINT (12.121307 42.465698),2025-03-14T16:07:00,2025-03-21T14:10:22.971255,response,True,8,7,"On the 14th of March 2025 at early hours, heavy rainfall has affected the Tuscany and Emilia-Romagna regions, Italy. The event is ongoing and increasing, with flooding already impacting multiple cities. The Rimaggio River has flooded Sesto Fiorentino, while other areas in Tuscany are partially su...",
EMSR794,[{'short_name': 'Spain'}],"{'slug': 'flood', 'name': 'Flood'}","Flood in Madrid, Toledo and Guadalajara Provinces, Spain",POINT (-4.068836 40.425141),2025-03-12T16:11:00,2025-03-18T09:03:08.604208,response,True,3,6,"Due to the rainfall in the Community of Madrid and the provinces of Madrid, Toledo, and Guadalajara since March 8, extraordinary volume situations have occurred in certain reservoirs in the Tajo River basin (mainly Alcorlo, San Juan, Picadas, and Cazalegas reservoirs). This has forced those respo...",
EMSR793,[{'short_name': 'Mozambique'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Cyclone JUDE in Mozambique,POINT (40.371439 -15.10315),2025-03-10T10:13:00,2025-03-24T14:37:07.038186,response,True,2,4,"On the 10 March 2025 at 01:00 UTC the Tropical Cyclone Jude made landfall in Mozambique. The event is bringing hurricane-force winds and torrential flooding in several districts of Nampula Province. Copernicus EMS Rapid Mapping is requested to provide initial rough estimation, Storm extent and da...",
EMSR792,[{'short_name': 'Spain'}],"{'slug': 'flood', 'name': 'Flood'}","Flood in Valencia, Spain",POINT (-0.507192 39.714865),2025-03-05T17:58:00,2025-03-11T13:20:02.789946,response,True,2,7,"Heavy and persistent rains have been affecting the Valencian community since 01 March 2025. Together with the saturated soils and the poor condition of many rivers and infrastructure, which were damaged by the end October 2024 floods, make it likely that there will be flooding in the area again....",
EMSR791,[{'short_name': 'Georgia'}],"{'slug': 'other', 'name': 'Other'}","Snowfall impact in Guria, Georgia",POINT (41.966316 41.969295),2025-02-27T15:37:00,2025-03-11T13:19:23.414818,response,True,6,6,"Since February 20, 2025, heavy snowfall has paralyzed movement in Guria, Georgia, leaving many villages cut off from essential services. Residents have been without electricity, gas, and road access, leading to dire conditions. One individual tragically died after falling while helping a neighbor...",
EMSR790,[{'short_name': 'France'}],"{'slug': 'storm', 'name': 'Storm'}","Storm in La Reunion, France",POINT (55.517952 -21.128103),2025-02-27T13:00:00,2025-03-19T08:49:26.246243,response,True,3,3,"On 27 February 2025, during the evening when Tropical Cyclone GARANCE made landfall in La Réunion, a Red Alert was declared for the western part of the island from 19:00 UTC. Copernicus EMS Rapid Mapping is requested to provide initial rough estimation of the event, the extent of impacts and dama...",
EMSR789,[{'short_name': 'Ecuador'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Ecuador,POINT (-80.20604 -1.085772),2025-02-26T15:58:00,2025-03-24T19:20:37.910199,response,True,5,16,"On the 26 February 2025 at 16 :00 UTC, heavy rainfall affected especially western and coastal Ecuador causing floods and triggering landslides. The event caused casualties and significant damage. Copernicus EMS Rapid Mapping was requested to provide flood extent emergency mapping.",
EMSN217,[{'short_name': 'Italy'}],"{'slug': 'fire', 'name': 'Wildfire'}","Fire risk assessment in East Sardinia, Italy",POINT (9.36876 39.97051),2025-02-07T00:00:00,2025-06-08T09:05:04.986873,preparedness,True,5,4,"The Italian Department of Civil Protection has activated Risk and Recovery Mapping to assess vegetation status and fire risk before and after the autumn 2024 rainfall. In Sardinia, prolonged water deficits due to declining rainfall have caused significant dryness, particularly affecting Holm oak...",
EMSR788,[{'short_name': 'France'}],"{'slug': 'flood', 'name': 'Flood'}","Flood in Ille-et-Vilaine, France",POINT (-1.758573 47.961667),2025-01-29T17:28:00,2025-02-11T13:52:50.703088,response,True,6,24,"The western part of France (Ille-et-Vilaine and Loire-Atlantique departments) is experiencing flooding, at levels not seen for over 40 years, since the 27 of January 2025. Flooding is reported along Vilaine River, a lull is expected from the 30 of January. Copernicus EMS Rapid Mapping is requeste...",
EMSR786,[{'short_name': 'Ireland'}],"{'slug': 'storm', 'name': 'Storm'}",Storm in Ireland,POINT (-8.806098 53.257318),2025-01-23T16:31:00,2025-01-28T13:16:09.071024,response,True,8,8,"On the 24 January 2025, storm Eowyn is forecast to hit northwestern Ireland. The event is forecasted with possible wind damage and (flash) flooding. Copernicus EMS Rapid Mapping is requested to provide initial rough estimation, flood extent and damage assessment emergency mapping.",
EMSR787,[{'short_name': 'United Kingdom'}],"{'slug': 'storm', 'name': 'Storm'}",Storm in United Kingdom,POINT (-4.631209 55.462659),2025-01-23T15:24:00,2025-01-29T15:07:34.964305,response,True,2,2,On the 24 January 2025 the storm Eowyn is forecast to hit Scotland. The event is forecast with possible wind damage and (flash) flooding. Copernicus EMS Rapid Mapping is requested to provide initial rough estimation and flood extent emergency mapping.,
EMSN215,[{'short_name': 'Luxembourg'}],"{'slug': 'other', 'name': 'Other'}",Country-wide economic asset mapping for Luxembourg,POINT (6.09205 49.77703),2025-01-17T00:00:00,2025-07-14T14:26:05.841792,preparedness,True,1,1,"The primary purpose of this spatial dataset is to support ex-ante risk assessments in the context of disaster risk reduction and climate change adaptation. It aims to facilitate the evaluation of potential economic impacts across the country, thereby contributing to informed decision-making and p...",
EMSR785,[{'short_name': 'France'}],"{'slug': 'fire', 'name': 'Wildfire'}","Wildfire in Amsterdam Island, France",POINT (77.571583 -37.797381),2025-01-16T13:18:00,2025-03-18T09:03:54.935628,response,True,1,9,"On 16 January 2025 a wildfire is reported that has affected Amsterdam Island, France. The fire is underway on the northern part of the island, where a French scientific base is located. Copernicus EMS Rapid Mapping is requested to provide initial rough estimation and wildfire extent emergency map...",
EMSN214,[{'short_name': 'France'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fuel mapping and fire hazard in France,POINT (5.9364 48.7177),2025-01-13T00:00:00,2025-04-30T18:08:31.828358,preparedness,True,2,2,The purpose of this activation is to assess the fire hazard in two flat forested regions in the eastern part of France that have been less affected by wildfire events and in particular to specify whether these areas will become more sensitive to fire hazard in the coming years by delivering two b...,
EMSR784,[{'short_name': 'France'}],"{'slug': 'fire', 'name': 'Wildfire'}","Wildfire in New Caledonia, France",POINT (166.78 -22.29),2025-01-08T12:48:00,2025-01-13T16:12:05.666779,response,True,1,3,"On the 8 January 2025 a wildfire is reported to have affected New Caledonia, France. The event is on-going and spreading. Copernicus EMS Rapid Mapping is requested to provide wildfire extent emergency
mapping.",
EMSR783,[{'short_name': 'United Kingdom'}],"{'slug': 'flood', 'name': 'Flood'}","Flood in Scotland, United Kingdom",POINT (-3.922462 57.133575),2024-12-30T22:07:00,2025-01-13T11:46:03.637595,response,True,4,6,"On 30 December 2024, severe flooding is reported in North West Scotland (Western Cairngorms). Peak flooding is expected in the afternoon of 31 December , with probable danger to life. Copernicus EMS Rapid Mapping is requested to provide flood extent emergency mapping.",
EMSR782,[{'short_name': 'Vanuatu'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquake in Vanuatu,POINT (168.316918 -17.739913),2024-12-17T16:57:00,2025-01-09T20:16:30.510910,response,True,5,3,"On the 17 December 2024 at 02:00 UTC, a magnitude 7.3 Earthquake is reported to have affected the Pacific island nation of Vanuatu. The event caused widespread destruction triggering landslides, crushing cars and flattening multiple buildings. Copernicus EMS Rapid Mapping is requested to provide...",
EMSR781,[{'short_name': 'Mozambique'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Cyclone CHIDO in Mozambique,POINT (40.1275 -13.3324),2024-12-15T08:49:00,2025-01-07T14:26:59.413590,response,True,9,9,,
EMSR780,"[{'short_name': 'France'}, {'short_name': 'Mayotte'}]","{'slug': 'storm', 'name': 'Storm'}","Tropical Cyclone CHIDO in Mayotte, France",POINT (45.143568 -12.786592),2024-12-13T16:40:00,2025-07-10T08:23:08.908830,response,True,8,8,"On the 13 December 2024 Tropical Cyclone CHIDO is expected to make landfall in Mayotte (red alert declared in the northern part of the island on the 13 December 2024 at 18:00 CAT). Copernicus EMS Rapid Mapping is requested to provide initial rough estimation of the event, its the extent of impact...",
EMSN212,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}","Post-wildfire vegetation recovery surveillance in Sierra Bermeja, Spain",POINT (-5.1951 36.4962),2024-12-12T00:00:00,2025-05-13T14:18:52.798324,recovery,True,1,7,"A large forest fire broke out on September 8, 2021, in Sierra Bermeja, Jubrique, devastating approximately 9,500 hectares. This significant event affected seven municipalities and numerous private and public landowners. The fire's damage was assessed under EMSR545, emphasizing the destruction of...",
EMSR779,[{'short_name': 'Cameroon'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Cameroon,POINT (14.567421 10.794199000000004),2024-11-21T15:18:00,2025-01-07T10:20:33,response,True,4,4,"On the 21 November 2024 flood is reported to have also affected Departments of Logone et Chari and Mayo Danay, Cameroon. The flood delineation product will help to assess the urgency of response operations in these areas, especially the ones with difficult access. Copernicus EMS Rapid Mapping is...",
EMSR778,[{'short_name': 'Honduras'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Storm Sara in Honduras,POINT (-86.6663 15.7352),2024-11-16T23:16:00,2024-12-03T11:00:54.425154,response,True,12,12,,
EMSR777,[{'short_name': 'Belize'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Storm Sara in Belize,POINT (-88.519927 17.567056),2024-11-15T16:34:00,2024-12-09T12:59:10.268775,response,True,5,7,"On the 15 November 2024 at 03:00 UTC, Tropical Storm Sara scraped along northern Honduras' Caribbean coast, dumping torrential rains across parts of Central. Sara hit land about 105 miles west-northwest of Cabo Gracias a Dios on the Honduras-Nicaragua border, that is near Brus Laguna, a village o...",
EMSN211,[{'short_name': 'Portugal'}],"{'slug': 'fire', 'name': 'Wildfire'}","Post-wildfire damage assessment in Madeira Island, Portugal",POINT (-17.09731 32.7497),2024-11-07T00:00:00,2025-02-28T10:43:57.548623,recovery,True,2,9,"A large and severe wildfire caused havoc on the south side of Madeira in August 2024. It started on the 14th of August close to the small town of Ribeira Brava (centrally located on the southern coastline), propagating later towards the central part of the island. The fire of unknown cause benefi...",
EMSR776,[{'short_name': 'Panama'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Panama,POINT (-80.62 7.736739999999999),2024-11-05T03:55:00,2024-11-11T10:03:31,response,True,8,9,"On the 04 November 2024 at 05:30 UTC a flood is reported to have affected Panama. The event is on-going with damage  reported to affect many cities, towns and villages, causing at least 4 fatalities. Copernicus EMS Rapid Mapping is requested to provide flood extent and damage assessment emergency...",
